id,Hardness
10891,4.285
10892,5.265
10893,2.08
10894,5.318
10895,5.213
10896,3.134
10897,5.398
10898,5.237
10899,3.758
10900,4.556
10901,5.054
10902,4.971
10903,3.369
10904,4.989
10905,4.881
10906,4.563
10907,4.324
10908,5.342
10909,3.099
10910,4.877
10911,4.829
10912,5.159
10913,4.754
10914,4.445
10915,4.328
10916,4.421
10917,5.397
10918,5.472
10919,4.61
10920,5.224
10921,4.692
10922,3.817
10923,5.119
10924,5.301
10925,5.196
10926,5.351
10927,4.304
10928,2.128
10929,3.234
10930,4.795
10931,2.129
10932,5.019
10933,5.454
10934,4.951
10935,4.965
10936,4.309
10937,4.997
10938,4.22
10939,5.406
10940,5.38
10941,3.612
10942,4.903
10943,5.44
10944,4.582
10945,5.43
10946,5.2
10947,4.687
10948,5.354
10949,3.514
10950,4.029
10951,5.003
10952,5.256
10953,4.02
10954,4.847
10955,4.604
10956,5.431
10957,5.4
10958,5.415
10959,4.828
10960,4.105
10961,5.377
10962,4.072
10963,4.336
10964,5.203
10965,5.233
10966,5.056
10967,4.799
10968,5.106
10969,3.985
10970,4.863
10971,5.058
10972,5.368
10973,5.341
10974,4.885
10975,2.521
10976,5.874
10977,4.952
10978,5.227
10979,3.843
10980,5.387
10981,5.357
10982,5.492
10983,4.551
10984,5.087
10985,3.541
10986,5.318
10987,5.244
10988,4.892
10989,4.297
10990,4.122
10991,3.937
10992,4.63
10993,4.382
10994,4.978
10995,4.867
10996,5.287
10997,5.584
10998,4.408
10999,4.723
11000,5.34
11001,5.221
11002,2.72
11003,5.127
11004,4.884
11005,3.606
11006,5.695
11007,5.26
11008,5.056
11009,4.483
11010,5.164
11011,5.293
11012,5.094
11013,4.93
11014,5.574
11015,5.323
11016,5.304
11017,5.26
11018,4.704
11019,3.988
11020,5.257
11021,4.974
11022,5.398
11023,4.715
11024,5.432
11025,4.539
11026,5.735
11027,4.248
11028,5.218
11029,2.351
11030,4.018
11031,5.239
11032,3.849
11033,5.306
11034,3.656
11035,5.269
11036,4.984
11037,5.286
11038,5.4
11039,5.057
11040,5.077
11041,4.982
11042,2.293
11043,4.137
11044,4.183
11045,5.103
11046,2.571
11047,5.347
11048,5.384
11049,5.434
11050,4.202
11051,5.078
11052,2.408
11053,5.28
11054,4.573
11055,5.413
11056,5.346
11057,5.221
11058,5.199
11059,5.36
11060,4.136
11061,5.56
11062,5.224
11063,5.256
11064,5.458
11065,5.421
11066,5.295
11067,4.417
11068,5.073
11069,5.349
11070,5.367
11071,5.367
11072,3.492
11073,4.842
11074,5.314
11075,4.938
11076,4.285
11077,4.581
11078,4.005
11079,5.159
11080,4.034
11081,5.304
11082,5
11083,4.685
11084,5.205
11085,5.031
11086,5.144
11087,5.306
11088,2.726
11089,4.593
11090,5.227
11091,3.039
11092,4.063
11093,5.185
11094,4.451
11095,4.728
11096,5.268
11097,4.627
11098,5.094
11099,5.268
11100,5.162
11101,5.082
11102,5.225
11103,4.175
11104,5.282
11105,5.328
11106,5.25
11107,4.779
11108,5.287
11109,5.311
11110,4.988
11111,4.951
11112,4.753
11113,4.954
11114,4.569
11115,5.002
11116,5.354
11117,5.324
11118,5.539
11119,5.202
11120,4.651
11121,5.422
11122,5.01
11123,4.389
11124,5.244
11125,4.958
11126,3.919
11127,5.226
11128,5.205
11129,5.486
11130,4.619
11131,4.658
11132,4.115
11133,4.07
11134,5.253
11135,5.097
11136,4.875
11137,5.162
11138,5.228
11139,5.218
11140,4.708
11141,5.011
11142,5.219
11143,5.326
11144,3.633
11145,4.482
11146,4.874
11147,5.131
11148,3.492
11149,5.112
11150,4.84
11151,4.954
11152,4.26
11153,5.257
11154,3.333
11155,5.077
11156,4.063
11157,2.422
11158,5.04
11159,4.739
11160,4.127
11161,4.768
11162,4.968
11163,5.201
11164,5.2
11165,4.022
11166,5.062
11167,5.241
11168,5.151
11169,5.26
11170,4.327
11171,4.917
11172,5.165
11173,4.438
11174,5.263
11175,5.002
11176,5.136
11177,5.114
11178,6.984
11179,3.996
11180,5.331
11181,5.383
11182,5.023
11183,5.245
11184,5.237
11185,5.11
11186,5.884
11187,5.206
11188,5.186
11189,4.069
11190,4.384
11191,4.642
11192,4.589
11193,5.145
11194,3.972
11195,5.196
11196,5.304
11197,4.935
11198,4.26
11199,4.289
11200,5.228
11201,4.207
11202,4.642
11203,2.255
11204,5.28
11205,5.239
11206,5.046
11207,5.075
11208,5.225
11209,5.556
11210,5.226
11211,4.918
11212,5.568
11213,2.837
11214,4.307
11215,5.232
11216,4.342
11217,5.467
11218,5.316
11219,3.511
11220,1.865
11221,4.083
11222,5.105
11223,4.197
11224,4.346
11225,4.191
11226,4.985
11227,4.765
11228,5.328
11229,5.135
11230,5.43
11231,5.281
11232,2.967
11233,4.562
11234,4.501
11235,4.413
11236,5.398
11237,5.308
11238,2.714
11239,5.623
11240,5.286
11241,4.203
11242,3.799
11243,5.176
11244,5.348
11245,4.765
11246,4.648
11247,2.362
11248,5.258
11249,2.774
11250,5.079
11251,4.497
11252,5.409
11253,5.555
11254,5.244
11255,5.231
11256,5.163
11257,5.514
11258,3.068
11259,5.256
11260,3.988
11261,5.546
11262,5.121
11263,4.143
11264,5.429
11265,5.237
11266,4.899
11267,2.674
11268,5.247
11269,5.264
11270,4.595
11271,5.027
11272,3.972
11273,3.55
11274,4.72
11275,5.242
11276,3.931
11277,4.284
11278,4.435
11279,5.314
11280,4.36
11281,5.405
11282,4.991
11283,4.901
11284,5.188
11285,5.076
11286,4.979
11287,5.207
11288,5.268
11289,4.872
11290,5.284
11291,4.083
11292,4.524
11293,5.225
11294,4.671
11295,5.296
11296,5.443
11297,5.062
11298,5.495
11299,4.721
11300,2.46
11301,3.513
11302,5.086
11303,4.574
11304,5.113
11305,4.399
11306,5.36
11307,5.398
11308,5.346
11309,3.211
11310,4.948
11311,4.062
11312,2.014
11313,4.9
11314,5.219
11315,5.294
11316,3.458
11317,5.242
11318,5.562
11319,2.86
11320,5.212
11321,5.294
11322,5.359
11323,4.06
11324,2.333
11325,5.2
11326,5.483
11327,3.113
11328,4.97
11329,2.758
11330,5.323
11331,5.278
11332,5.326
11333,5.461
11334,5.131
11335,4.918
11336,3.274
11337,4.003
11338,4.336
11339,5.134
11340,5.369
11341,5.295
11342,5.113
11343,3.221
11344,5.24
11345,5.289
11346,5.215
11347,5.115
11348,5.016
11349,4.076
11350,4.914
11351,4.233
11352,3.763
11353,2.788
11354,2.453
11355,3.895
11356,4.959
11357,4.866
11358,5.016
11359,5.298
11360,3.891
11361,5.15
11362,4.398
11363,5.225
11364,4.023
11365,4.254
11366,5.232
11367,5.033
11368,4.121
11369,5.237
11370,4.303
11371,4.065
11372,5.16
11373,4.059
11374,5.184
11375,5.431
11376,5.262
11377,5.339
11378,4.158
11379,4.609
11380,4.902
11381,4.112
11382,3.824
11383,4.729
11384,4.391
11385,4.459
11386,5.115
11387,5.329
11388,5.265
11389,4.919
11390,4.111
11391,4.497
11392,5.035
11393,5.058
11394,4.946
11395,4.786
11396,4.414
11397,5.533
11398,4.796
11399,5.681
11400,5.399
11401,4.936
11402,5.349
11403,5.091
11404,5.202
11405,4.546
11406,5.085
11407,5.248
11408,4.932
11409,2.247
11410,3.791
11411,2.938
11412,4.912
11413,4.354
11414,4.957
11415,5.289
11416,5.021
11417,5.246
11418,5.098
11419,4.41
11420,5.188
11421,5.256
11422,4.931
11423,5.118
11424,5.052
11425,3.423
11426,5.095
11427,4.549
11428,2.708
11429,4.963
11430,5.18
11431,3.429
11432,5.5
11433,4.355
11434,3.226
11435,4.415
11436,2.581
11437,5.115
11438,4.577
11439,4.895
11440,4.01
11441,2.317
11442,2.752
11443,2.818
11444,5.326
11445,4.543
11446,4.987
11447,5.333
11448,5.461
11449,4.681
11450,4.588
11451,4.765
11452,4.817
11453,3.889
11454,4.879
11455,4.99
11456,1.608
11457,5.138
11458,5.3
11459,2.213
11460,4.328
11461,2.82
11462,5.328
11463,3.694
11464,4.513
11465,5.223
11466,5.087
11467,5.144
11468,4.547
11469,5.375
11470,5.252
11471,3.972
11472,4.167
11473,5.068
11474,5.151
11475,5.331
11476,3.64
11477,5.161
11478,4.872
11479,4.36
11480,5.215
11481,5.309
11482,3.919
11483,5.347
11484,3.829
11485,3.271
11486,5.007
11487,5.124
11488,5.173
11489,4.86
11490,4.179
11491,5.332
11492,3.123
11493,5.129
11494,5.006
11495,5.351
11496,4.725
11497,5.38
11498,5.271
11499,2.284
11500,4.98
11501,5.021
11502,4.683
11503,4.928
11504,5.319
11505,3.968
11506,5.254
11507,5.125
11508,5.036
11509,5.355
11510,5.207
11511,5.201
11512,2.926
11513,2.549
11514,5.218
11515,5.212
11516,4.831
11517,4.095
11518,4.576
11519,5.242
11520,5.438
11521,2.232
11522,5.361
11523,5.202
11524,5.126
11525,5.301
11526,5.273
11527,5.127
11528,5.369
11529,5.428
11530,2.935
11531,4.582
11532,4.082
11533,4.629
11534,5.327
11535,4.649
11536,5.107
11537,4.248
11538,5.155
11539,5.586
11540,3.268
11541,4.726
11542,4.026
11543,5.251
11544,4.362
11545,5.238
11546,5.228
11547,5.364
11548,5.018
11549,5.475
11550,5.122
11551,3.066
11552,5.098
11553,5.21
11554,5.305
11555,4.575
11556,5.084
11557,5.051
11558,5.18
11559,5.333
11560,5.465
11561,5.376
11562,5.57
11563,5.069
11564,5.324
11565,4.829
11566,5.176
11567,4.518
11568,5.479
11569,5.226
11570,5.676
11571,4.879
11572,4.23
11573,5.261
11574,4.175
11575,0.944
11576,4.24
11577,5.065
11578,4.836
11579,4.772
11580,3.78
11581,3.677
11582,4.874
11583,4.101
11584,5.584
11585,3.427
11586,5.291
11587,4.485
11588,3.63
11589,4.85
11590,5.271
11591,5.253
11592,5.117
11593,4.849
11594,5.384
11595,5.077
11596,4.337
11597,5.078
11598,4.854
11599,3.44
11600,4.341
11601,4.379
11602,3.099
11603,4.129
11604,3.772
11605,5.265
11606,5.07
11607,5.154
11608,5.217
11609,3.078
11610,5.368
11611,5.119
11612,4.811
11613,5.213
11614,4.108
11615,5.231
11616,3.942
11617,4.942
11618,3.999
11619,5.368
11620,5.295
11621,4.697
11622,5.271
11623,5.302
11624,5.127
11625,4.85
11626,5.239
11627,3.525
11628,4.26
11629,5.243
11630,4.402
11631,4.465
11632,1.922
11633,5.032
11634,5.249
11635,5.249
11636,4.953
11637,5.235
11638,4.521
11639,4.631
11640,3.667
11641,5.039
11642,5.132
11643,4.075
11644,5.44
11645,3.75
11646,5.135
11647,5.204
11648,4.463
11649,5.066
11650,5.256
11651,4.699
11652,5.294
11653,5.552
11654,4.235
11655,4.512
11656,3.388
11657,5.229
11658,5.291
11659,5.447
11660,5.269
11661,4.757
11662,4.984
11663,5.405
11664,2.645
11665,4.205
11666,5.3
11667,5.289
11668,5.164
11669,4.101
11670,5.297
11671,5.022
11672,4.976
11673,5.453
11674,4.368
11675,5.361
11676,5.03
11677,5.14
11678,5.273
11679,3.249
11680,5.359
11681,4.583
11682,3.397
11683,4.47
11684,3.574
11685,2.651
11686,4.431
11687,5.259
11688,4.523
11689,3.212
11690,5.389
11691,2.512
11692,3.013
11693,2.461
11694,5.36
11695,5.224
11696,5.19
11697,4.767
11698,4.044
11699,2.216
11700,5.293
11701,4.715
11702,5.216
11703,5.219
11704,5.146
11705,4.392
11706,5.14
11707,5.503
11708,5.343
11709,2.777
11710,5.361
11711,5.144
11712,4.975
11713,2.952
11714,5.313
11715,5.032
11716,5.172
11717,5.347
11718,3.779
11719,4.357
11720,5.018
11721,5.26
11722,5.14
11723,5.506
11724,5.121
11725,5.92
11726,4.282
11727,5.3
11728,5.088
11729,5.297
11730,4.329
11731,4.908
11732,4.638
11733,5.422
11734,4.713
11735,5.182
11736,3.194
11737,5.142
11738,4.696
11739,4.369
11740,4.048
11741,5.095
11742,5.32
11743,5.012
11744,2.19
11745,4.045
11746,5.231
11747,4.645
11748,4.808
11749,4.641
11750,3.174
11751,5.357
11752,4.808
11753,4.619
11754,5.303
11755,4.266
11756,4.765
11757,5.266
11758,5.321
11759,5.137
11760,5.332
11761,5.228
11762,4.755
11763,5.044
11764,5.495
11765,5.177
11766,-0.239
11767,5.349
11768,4.02
11769,4.953
11770,5.099
11771,5.297
11772,4.401
11773,4.764
11774,3.44
11775,5.454
11776,4.566
11777,5.107
11778,3.221
11779,5.37
11780,4.761
11781,3.452
11782,5.006
11783,4.78
11784,4.958
11785,5.145
11786,4.99
11787,4.474
11788,4.166
11789,4.099
11790,5.093
11791,5.359
11792,2.135
11793,3.659
11794,5.11
11795,4.774
11796,5.369
11797,4.768
11798,5.335
11799,5.257
11800,4.89
11801,5.269
11802,5.198
11803,4.04
11804,5.065
11805,4.895
11806,4.446
11807,4.017
11808,5.081
11809,5.257
11810,5.082
11811,4.066
11812,4.683
11813,5.121
11814,3.206
11815,4.205
11816,4.471
11817,5.224
11818,5.326
11819,5.076
11820,4.591
11821,4.698
11822,4.837
11823,5.179
11824,5.272
11825,5.269
11826,5.117
11827,1.568
11828,4.719
11829,4.695
11830,4.698
11831,5.342
11832,3.828
11833,4.198
11834,5.217
11835,3.808
11836,5.003
11837,4.985
11838,5.351
11839,3.753
11840,5.207
11841,3.482
11842,3.724
11843,4.337
11844,5.23
11845,4.727
11846,5.499
11847,4.017
11848,5.205
11849,5.336
11850,4.518
11851,5.155
11852,5.361
11853,4.526
11854,5.236
11855,5.519
11856,4.59
11857,3.492
11858,5.362
11859,5.505
11860,5.345
11861,5.312
11862,4.681
11863,3.694
11864,2.943
11865,4.985
11866,4.324
11867,5.388
11868,5.113
11869,4.301
11870,5.098
11871,5.206
11872,4.855
11873,5.392
11874,5.483
11875,4.849
11876,3.158
11877,5.187
11878,4.704
11879,4.881
11880,5.315
11881,5.377
11882,5.371
11883,5.489
11884,3.512
11885,2.785
11886,4.796
11887,4.053
11888,2.325
11889,4.885
11890,5.45
11891,5.252
11892,2.346
11893,5.407
11894,4.678
11895,4.955
11896,5.435
11897,5.133
11898,5.35
11899,2.314
11900,5.193
11901,5.285
11902,2.223
11903,5.223
11904,2.905
11905,5.373
11906,5.222
11907,5.158
11908,4.887
11909,5.146
11910,5.207
11911,3.7
11912,4.597
11913,2.073
11914,4.116
11915,4.767
11916,5.235
11917,4.498
11918,3.858
11919,3.649
11920,2.515
11921,5.046
11922,4.182
11923,3.554
11924,4.569
11925,5.27
11926,5.393
11927,2.961
11928,5.198
11929,1.785
11930,5.355
11931,4.32
11932,4.75
11933,5.206
11934,5.445
11935,3.873
11936,4.981
11937,2.703
11938,5.399
11939,5.611
11940,5.35
11941,5.011
11942,4.944
11943,4.346
11944,4.354
11945,4.843
11946,5.282
11947,5.033
11948,5.19
11949,4.537
11950,4.494
11951,4.255
11952,5.203
11953,5.167
11954,5.281
11955,4.339
11956,5.064
11957,5.199
11958,4.413
11959,3.393
11960,4.774
11961,4.062
11962,5.077
11963,3.119
11964,2.898
11965,3.799
11966,4.854
11967,5.149
11968,4.174
11969,4.199
11970,4.957
11971,5.37
11972,5.243
11973,5.27
11974,4.995
11975,5.153
11976,5.196
11977,5.489
11978,4.824
11979,1.554
11980,5.156
11981,5.25
11982,5.282
11983,4.236
11984,5.18
11985,5.243
11986,4.252
11987,5.246
11988,5.204
11989,4.469
11990,3.235
11991,1.976
11992,5.373
11993,5.145
11994,3.849
11995,3.799
11996,5.208
11997,4.733
11998,5.214
11999,3.754
12000,4.762
12001,4.674
12002,2.767
12003,5.057
12004,4.881
12005,5.694
12006,4.659
12007,5.223
12008,4.567
12009,2.404
12010,5.436
12011,5.315
12012,2.153
12013,4.46
12014,5.307
12015,5.182
12016,5.211
12017,2.881
12018,4.937
12019,5.403
12020,4.778
12021,5.381
12022,2.475
12023,5.111
12024,4.348
12025,4.536
12026,5.248
12027,5.46
12028,5.324
12029,5.091
12030,5.02
12031,5.23
12032,2.834
12033,4.388
12034,4.653
12035,5.242
12036,5.007
12037,4.467
12038,3.504
12039,4.863
12040,5.511
12041,5.337
12042,5.648
12043,5.432
12044,5.115
12045,1.561
12046,5.435
12047,4.08
12048,5.239
12049,4.302
12050,4.05
12051,5.292
12052,4.301
12053,5.285
12054,5.205
12055,5.229
12056,5.397
12057,4.552
12058,5.378
12059,5.1
12060,3.665
12061,4.727
12062,5.262
12063,5.395
12064,3.428
12065,4.609
12066,3.228
12067,4.965
12068,5.185
12069,3.973
12070,4.388
12071,3.59
12072,4.306
12073,5.244
12074,5.16
12075,5.231
12076,4.914
12077,4.675
12078,5.228
12079,4.95
12080,4.914
12081,4.997
12082,5.179
12083,3.653
12084,5.193
12085,4.058
12086,5.412
12087,3.407
12088,4.234
12089,2.375
12090,5.202
12091,3.385
12092,5.28
12093,4.004
12094,2.268
12095,4.037
12096,4.554
12097,4.205
12098,3.959
12099,4.378
12100,5.223
12101,4.021
12102,5.225
12103,2.475
12104,4.691
12105,5.079
12106,3.623
12107,5.469
12108,3.733
12109,4.484
12110,3.74
12111,5.319
12112,2.476
12113,4.911
12114,3.488
12115,4.824
12116,5.297
12117,2.314
12118,5.146
12119,5.435
12120,4.567
12121,5.154
12122,5.251
12123,2.627
12124,4.39
12125,5.542
12126,5.163
12127,4.627
12128,4.568
12129,5.349
12130,3.542
12131,3.496
12132,5.077
12133,5.112
12134,5.223
12135,4.599
12136,5.096
12137,5.359
12138,4.865
12139,3.974
12140,5.445
12141,5.118
12142,4.93
12143,4.609
12144,5.142
12145,4.476
12146,2.752
12147,4.664
12148,2.184
12149,5.313
12150,4.337
12151,3.779
12152,5.444
12153,5.299
12154,3.264
12155,4.8
12156,5.306
12157,5.255
12158,4.124
12159,5.308
12160,4.426
12161,5.05
12162,5.332
12163,4.135
12164,5.234
12165,4.171
12166,5.287
12167,4.95
12168,4.136
12169,5.412
12170,3.442
12171,5.153
12172,4.586
12173,5.121
12174,5.219
12175,5.263
12176,3.894
12177,5.442
12178,5.372
12179,4.385
12180,5.322
12181,4.46
12182,4.977
12183,5.186
12184,3.024
12185,5.144
12186,3.78
12187,3.748
12188,5.237
12189,4.522
12190,4.013
12191,5.14
12192,2.811
12193,5.424
12194,5.476
12195,4.627
12196,5.357
12197,5.147
12198,5.333
12199,5.295
12200,3.662
12201,5.37
12202,5.043
12203,5.104
12204,4.554
12205,5.087
12206,5.379
12207,1.916
12208,5.262
12209,4.781
12210,3.659
12211,5.204
12212,5.356
12213,4.792
12214,4.223
12215,3.532
12216,5.334
12217,4.47
12218,5.366
12219,5.069
12220,4.301
12221,5.272
12222,3.771
12223,2.657
12224,5.234
12225,5.222
12226,4.738
12227,4.832
12228,4.947
12229,5.238
12230,5.401
12231,4.038
12232,4.958
12233,4.004
12234,5.355
12235,4.384
12236,4.981
12237,2.195
12238,5.25
12239,4.555
12240,2.778
12241,5.328
12242,4.593
12243,5.224
12244,4.409
12245,5.327
12246,4.831
12247,5.091
12248,5.037
12249,5.513
12250,4.306
12251,5.177
12252,4.485
12253,2.008
12254,3.956
12255,5.295
12256,4.513
12257,5.224
12258,2.602
12259,2.433
12260,4.513
12261,5.202
12262,2.829
12263,5.197
12264,3.244
12265,5.259
12266,3.937
12267,4.763
12268,4.498
12269,2.915
12270,5.514
12271,5.23
12272,5.487
12273,4.963
12274,5.034
12275,3.546
12276,4.206
12277,5.182
12278,4.452
12279,5.218
12280,5.216
12281,3.282
12282,4.57
12283,4.467
12284,4.338
12285,5.35
12286,5.405
12287,4.088
12288,5.223
12289,5.021
12290,5.238
12291,3.683
12292,2.581
12293,4.426
12294,2.92
12295,5.511
12296,4.911
12297,4.473
12298,4.296
12299,3.146
12300,3.644
12301,4.364
12302,5.261
12303,4.304
12304,1.907
12305,3.074
12306,3.885
12307,4.868
12308,5.401
12309,4.935
12310,5.249
12311,3.874
12312,5.33
12313,5.506
12314,5.253
12315,5.04
12316,4.382
12317,4.829
12318,3.949
12319,5.394
12320,3.888
12321,5.394
12322,5.004
12323,2.807
12324,3.831
12325,3.789
12326,5.122
12327,4.83
12328,2.461
12329,5.021
12330,5.398
12331,5.085
12332,5.291
12333,3.498
12334,5.141
12335,5.101
12336,5.333
12337,5.266
12338,4.916
12339,5.305
12340,4.203
12341,5.224
12342,5.313
12343,5.028
12344,5.242
12345,5.409
12346,4.055
12347,5.336
12348,5.363
12349,5.474
12350,5.23
12351,4.798
12352,4.884
12353,5.137
12354,4.553
12355,4.445
12356,5.227
12357,4.493
12358,5.168
12359,4.415
12360,4.117
12361,5.426
12362,4.98
12363,5.281
12364,2.905
12365,5.635
12366,5.123
12367,5.105
12368,5.074
12369,3.308
12370,5.361
12371,4.748
12372,4.62
12373,4.85
12374,4.861
12375,5.433
12376,4.169
12377,3.207
12378,5.311
12379,4.574
12380,5.306
12381,5.345
12382,5.051
12383,4.245
12384,5.234
12385,5.498
12386,5.078
12387,5.229
12388,3.693
12389,4.339
12390,4.378
12391,5.196
12392,4.999
12393,4.834
12394,4.316
12395,4.522
12396,5.246
12397,5.418
12398,4.906
12399,5.508
12400,2.411
12401,4.616
12402,5.189
12403,5.254
12404,4.196
